Repo,MergeCommit,File,Diff3_Conflict,CSDiff_Conflict,CSDiff_Equals_Manual,Diff3_ParseOK,CSDiff_ParseOK,Manual_ParseOK
cabal,b7f726c,cabal-install/Distribution/Client/ProjectOrchestration.hs,1,1,False,False,False,True
cabal,b7f726c,cabal-install/Distribution/Client/ProjectPlanOutput.hs,3,3,False,False,False,True
cabal,b7f726c,cabal-install/Distribution/Client/ProjectPlanning.hs,4,4,False,False,False,True
cabal,b7f726c,cabal-install/main/Main.hs,2,2,False,False,False,True
cabal,6e4ff94,cabal-install/Distribution/Client/Dependency/Modular/Solver.hs,1,1,False,False,False,True
cabal,43be49e,cabal-install/Setup.hs,1,1,False,False,False,True
cabal,cfcfb0f,cabal-install/Distribution/Client/Config.hs,1,1,False,False,False,True
cabal,cfcfb0f,cabal-install/tests/UnitTests/Distribution/Client/UserConfig.hs,6,6,False,False,False,True
cabal,e1821c5,Cabal/Distribution/Simple/GHC.hs,1,1,False,False,False,True
cabal,500284b,Cabal/Distribution/Package.hs,1,1,False,False,False,True
cabal,ea8735a,Cabal/Distribution/Simple/GHC.hs,7,7,False,False,False,True
cabal,ea8735a,cabal-install/Distribution/Client/Run.hs,1,1,False,False,False,True
cabal,b24f433,cabal-install/Distribution/Client/Setup.hs,1,1,False,False,False,True
cabal,b24f433,cabal-install/Main.hs,1,1,False,False,False,True
cabal,47cc3de,cabal-install/Distribution/Client/Install.hs,1,1,False,False,False,True
cabal,2c22c0e,cabal-install/Distribution/Client/Dependency.hs,1,1,False,False,False,True
cabal,2c22c0e,cabal-install/Distribution/Client/Dependency/Modular/Dependency.hs,2,2,False,False,False,True
cabal,2c22c0e,cabal-install/Distribution/Client/Dependency/Modular/Flag.hs,1,1,False,False,False,True
cabal,2c22c0e,cabal-install/Distribution/Client/Install.hs,3,6,False,False,False,True
cabal,8ad417a,cabal-install/Distribution/Client/Dependency.hs,7,7,False,False,False,True
cabal,8ad417a,cabal-install/Distribution/Client/Freeze.hs,2,2,False,False,False,True
cabal,8ad417a,cabal-install/Distribution/Client/Install.hs,2,2,False,False,False,True
cabal,8ad417a,cabal-install/Distribution/Client/Setup.hs,15,15,False,False,False,True
cabal,8ad417a,cabal-install/Main.hs,2,2,False,False,False,True
cabal,3388fff,cabal-install/Distribution/Client/Freeze.hs,1,1,False,False,False,True
cabal,c13850d,Cabal/Distribution/ParseUtils.hs,2,2,False,False,False,True
cabal,9a39df3,Cabal/tests/PackageTests.hs,1,1,False,False,False,True
cabal,4327824,Cabal/Distribution/Simple/Build/PathsModule.hs,2,2,False,False,False,True
cabal,9c7314a,cabal-install/Distribution/Client/IndexUtils.hs,7,8,False,False,False,True
cabal,9c7314a,cabal-install/Distribution/Client/Install.hs,8,8,False,False,False,True
cabal,9c7314a,cabal-install/Distribution/Client/Setup.hs,4,4,False,False,False,True
cabal,9c7314a,cabal-install/Distribution/Client/Unpack.hs,10,12,False,False,False,True
cabal,e0b6bbe,Cabal/tests/PackageTests/PackageTester.hs,1,1,False,False,False,True
cabal,bdc9997,Cabal/tests/PackageTests/PackageTester.hs,1,1,False,False,False,True
cabal,698ec39,Cabal/Distribution/Simple/Command.hs,1,2,False,False,False,True
cabal,698ec39,cabal-install/Distribution/Client/Install.hs,5,5,False,False,False,True
cabal,698ec39,cabal-install/Distribution/Client/Setup.hs,3,4,False,False,False,True
cabal,698ec39,cabal-install/Distribution/Client/Utils.hs,4,4,False,False,False,True
cabal,df2a0be,cabal-install/Distribution/Client/Utils.hs,3,3,False,False,False,True
stack,f2012db,src/Stack/Init.hs,17,17,False,False,False,True
stack,2a9cb67,etc/scripts/release.hs,2,2,False,False,False,True
stack,2a9cb67,src/Stack/Build/ConstructPlan.hs,3,3,False,False,False,True
stack,2a9cb67,src/Stack/Build/Source.hs,1,1,False,False,False,True
stack,2a9cb67,src/Stack/Constants.hs,3,3,False,False,False,True
stack,2a9cb67,src/Stack/Init.hs,1,1,False,False,False,True
stack,2a9cb67,src/Stack/Options/SetupParser.hs,1,1,False,False,False,True
stack,2a9cb67,src/setup-shim/StackSetupShim.hs,8,21,False,False,False,True
stack,2a9cb67,tests/integration/lib/StackTest.hs,1,1,False,False,False,True
stack,2a9cb67,tests/integration/tests/4101-dependency-tree/Main.hs,4,4,False,False,False,True
stack,2a9cb67,tests/integration/tests/cabal-sublibrary-dependency/Main.hs,1,1,False,False,False,True
stack,2a9cb67,tests/integration/tests/nice-resolver-names/Main.hs,1,1,False,False,False,True
stack,2a9cb67,tests/unit/Stack/ConfigSpec.hs,10,10,False,False,False,True
stack,e90ad3d,src/Stack/Build/ExecuteEnv.hs,10,15,False,False,False,True
stack,e90ad3d,src/Stack/Config.hs,2,2,False,False,False,True
stack,099cf1c,src/Stack/Build/ExecutePackage.hs,1,1,False,False,False,True
stack,a9b20d7,src/Stack/Build/ExecutePackage.hs,1,1,False,False,False,True
stack,802afc1,src/Stack/Build/ConstructPlan.hs,1,1,False,False,False,True
stack,b0f87cb,src/Stack/Build/ExecutePackage.hs,1,1,False,False,False,True
stack,b0f87cb,src/Stack/Types/Build.hs,1,1,False,False,False,True
stack,8ce1b19,src/Stack/Build/ExecutePackage.hs,1,1,False,False,False,True
stack,6d2e8bd,src/Stack/Build/ExecutePackage.hs,1,1,False,False,False,True
stack,0a901af,src/Stack/Build/Execute.hs,1,1,False,False,False,True
stack,0a901af,src/Stack/Build/ExecuteEnv.hs,1,1,False,False,False,True
stack,0a901af,src/Stack/Build/ExecutePackage.hs,2,2,False,False,False,True
stack,635e709,src/Stack/Build/Execute.hs,4,4,False,False,False,True
stack,f20d755,src/Data/Attoparsec/Interpreter.hs,7,11,False,False,False,True
stack,f20d755,src/Stack/Build/Execute.hs,126,719,False,False,False,True
stack,f20d755,src/Stack/Config.hs,65,305,False,False,False,True
stack,f20d755,src/Stack/Constants.hs,13,14,False,False,False,True
stack,f20d755,src/Stack/Constants/Config.hs,17,20,False,False,False,True
stack,f20d755,src/Stack/DefaultColorWhen.hs,1,1,False,False,False,True
stack,f20d755,src/Stack/Ghci.hs,62,255,False,False,False,True
stack,f20d755,src/Stack/Hoogle.hs,12,70,False,False,False,True
stack,f20d755,src/Stack/Init.hs,35,118,False,False,False,True
stack,f20d755,src/Stack/Options/DockerParser.hs,17,17,False,False,False,True
stack,f20d755,src/Stack/Prelude.hs,24,33,False,False,False,True
stack,f20d755,src/Stack/Runners.hs,16,25,False,False,False,True
stack,f20d755,src/Stack/SDist.hs,43,120,False,False,False,True
stack,f20d755,src/Stack/Setup.hs,147,643,False,False,False,True
stack,f20d755,src/Stack/SourceMap.hs,11,11,False,False,False,True
stack,f20d755,src/Stack/Types/Docker.hs,4,4,False,False,False,True
stack,f20d755,src/Stack/Upgrade.hs,30,58,False,False,False,True
stack,f20d755,src/main/Main.hs,12,13,False,False,False,True
stack,f20d755,src/test/Stack/ArgsSpec.hs,9,9,False,False,False,True
stack,f20d755,test/integration/lib/StackTest.hs,3,3,False,False,False,True
stack,3f309e5,src/Path/Extra.hs,1,1,False,False,False,True
stack,61b9a62,src/Stack/Types/Config.hs,5,5,False,False,False,True
stack,19ff06b,etc/scripts/release.hs,1,1,False,False,False,True
stack,19ff06b,test/integration/lib/StackTest.hs,1,1,False,False,False,True
stack,b60858c,src/Stack/ConfigCmd.hs,2,2,False,False,False,True
stack,48cc5d2,src/Stack/Types/Config.hs,1,1,False,False,False,True
stack,1bdbbfd,src/Stack/Config.hs,1,1,False,False,False,True
stack,1bdbbfd,src/Stack/Types/Config.hs,2,2,False,False,False,True
stack,f5f2289,etc/scripts/release.hs,10,10,False,False,False,True
stack,f5f2289,src/Stack/Build/ConstructPlan.hs,5,6,False,False,False,True
stack,f5f2289,src/Stack/Build/Execute.hs,24,29,False,False,False,True
stack,f5f2289,src/Stack/Docker.hs,7,7,False,False,False,True
stack,f5f2289,src/Stack/Setup.hs,62,76,False,False,False,True
stack,ef8c4ff,src/Stack/Types/Version.hs,2,2,False,False,False,True
stack,ef8c4ff,src/test/Stack/DotSpec.hs,2,2,False,False,False,True
stack,cd5d344,etc/scripts/release.hs,9,9,False,False,False,True
stack,a564ffb,src/Stack/Lock.hs,1,1,False,False,False,True
stack,ea0bd29,src/Stack/Lock.hs,1,1,False,False,False,True
stack,1d7c7bb,src/Stack/Storage.hs,2,2,False,False,False,True
stack,d36d813,src/Stack/Clean.hs,1,1,False,False,False,True
stack,d36d813,src/Stack/Docker.hs,2,3,False,False,False,True
stack,d36d813,src/Stack/Hoogle.hs,1,1,False,False,False,True
stack,d36d813,src/Stack/Setup.hs,2,2,False,False,False,True
stack,d36d813,src/main/Main.hs,8,8,False,False,False,True
stack,aa85308,subs/pantry/src/Pantry/Types.hs,2,2,False,False,False,True
stack,349baff,src/Stack/Docker.hs,4,4,False,False,False,True
stack,349baff,src/Stack/Setup.hs,2,2,False,False,False,True
stack,349baff,src/main/Main.hs,9,9,False,False,False,True
stack,d6e0c69,test/integration/tests/4101-dependency-tree/Main.hs,1,1,False,False,False,True
stack,0df4bca,src/Stack/Docker.hs,3,3,False,False,False,True
stack,2833c22,src/Stack/Types/Config.hs,4,4,False,False,False,True
stack,29df099,src/Stack/BuildPlan.hs,7,7,False,False,False,True
stack,29df099,src/Stack/ConfigCmd.hs,1,1,False,False,False,True
stack,29df099,src/Stack/Init.hs,9,9,False,False,False,True
stack,29df099,src/Stack/Types/Config.hs,1,1,False,False,False,True
stack,29df099,src/main/Main.hs,2,2,False,False,False,True
stack,9af04b9,subs/curator/app/Main.hs,1,0,True,False,True,True
stack,cc1929a,src/Stack/Build/ConstructPlan.hs,1,1,False,False,False,True
stack,cc1929a,src/Stack/Build/Source.hs,1,1,False,False,False,True
stack,cc1929a,src/Stack/Setup.hs,2,2,False,False,False,True
stack,cc1929a,src/Stack/Sig/Sign.hs,1,1,False,False,False,True
stack,cc1929a,src/Stack/Types/Compiler.hs,1,1,False,False,False,True
stack,cc1929a,src/Stack/Types/Sig.hs,1,1,False,False,False,True
stack,cc1929a,src/main/Main.hs,1,0,True,False,True,True
stack,3bfb4aa,src/main/Main.hs,1,1,False,False,False,True
stack,0108611,src/Stack/SourceMap.hs,1,1,False,False,False,True
stack,fe6acf4,src/Stack/Dot.hs,2,2,False,False,False,True
stack,19ca481,src/Stack/Build/ConstructPlan.hs,4,3,False,False,False,True
stack,36f99d9,src/Stack/Build/ConstructPlan.hs,1,1,False,False,False,True
stack,3f2d0e4,src/Stack/Build/Target.hs,1,1,False,False,False,True
stack,cfbcc26,subs/pantry/src/Pantry/Types.hs,1,1,False,False,False,True
stack,fdd65b0,src/Stack/Ghci.hs,1,1,False,False,False,True
stack,b98340b,subs/curator/src/Curator/Snapshot.hs,1,1,False,False,False,True
stack,b98340b,subs/pantry/src/Pantry.hs,1,1,False,False,False,True
stack,b98340b,subs/pantry/src/Pantry/Archive.hs,10,7,False,False,False,True
stack,a0f382d,src/Stack/IDE.hs,3,6,False,False,False,True
stack,a0f382d,src/main/Main.hs,2,2,False,False,False,True
stack,2caf0e0,src/Stack/Build/ConstructPlan.hs,1,1,False,False,False,True
stack,2caf0e0,src/Stack/Build/Installed.hs,1,1,False,False,False,True
stack,2caf0e0,src/Stack/SourceMap.hs,2,3,False,False,False,True
stack,c629fc5,src/Stack/IDE.hs,2,6,False,False,False,True
stack,c629fc5,src/main/Main.hs,2,3,False,False,False,True
stack,d7c7c5d,subs/pantry/src/Pantry/Storage.hs,2,2,False,False,False,False
stack,febd098,src/Stack/Config.hs,1,1,False,False,False,True
stack,49578e5,src/Stack/Package.hs,1,1,False,False,False,True
stack,49578e5,test/integration/lib/StackTest.hs,2,2,False,False,False,True
stack,cd408cc,src/Stack/Runners.hs,5,4,False,False,False,True
stack,cd408cc,src/Stack/Setup.hs,2,2,False,False,False,True
stack,cd408cc,src/Stack/Types/Config.hs,1,1,False,False,False,True
stack,cd408cc,src/main/Main.hs,1,2,False,False,False,True
stack,4edfa43,src/Stack/Package.hs,7,9,False,False,False,True
stack,4edfa43,src/Stack/SDist.hs,1,1,False,False,False,True
stack,4edfa43,src/Stack/Types/BuildPlan.hs,2,2,False,False,False,True
stack,4edfa43,test/integration/tests/cabal-solver/Main.hs,1,1,False,False,False,True
stack,a0d2857,src/Stack/IDE.hs,1,1,False,False,False,True
stack,a0d2857,src/Stack/Package.hs,1,1,False,False,False,True
stack,a0d2857,src/main/Main.hs,1,1,False,False,False,True
stack,f1169e3,src/Stack/Config.hs,2,1,False,False,False,True
stack,f1169e3,src/Stack/Options/Completion.hs,1,1,False,False,False,True
stack,f1169e3,src/Stack/Options/GlobalParser.hs,1,1,False,False,False,True
stack,f1169e3,src/Stack/Types/Config.hs,3,3,False,False,False,True
stack,f1169e3,src/Stack/Types/Runner.hs,1,1,False,False,False,True
stack,f1169e3,src/main/Main.hs,1,1,False,False,False,True
stack,238a9ee,subs/pantry/src/Pantry/Types.hs,1,1,False,False,False,True
stack,b920393,src/Stack/Config.hs,1,1,False,False,False,True
stack,b920393,src/Stack/Ls.hs,1,1,False,False,False,True
stack,b920393,src/Stack/Types/Runner.hs,1,1,False,False,False,True
stack,b920393,src/test/Stack/ConfigSpec.hs,1,0,True,False,True,True
stack,b920393,src/test/Stack/NixSpec.hs,1,1,False,False,False,True
stack,6766c70,src/Stack/Build.hs,3,4,False,False,False,True
stack,6766c70,src/Stack/Build/ConstructPlan.hs,6,12,False,False,False,True
stack,6766c70,src/Stack/Build/Execute.hs,5,5,False,False,False,True
stack,6766c70,src/Stack/Build/Source.hs,5,8,False,False,False,True
stack,6766c70,src/Stack/Ghci.hs,1,1,False,False,False,True
stack,6766c70,src/Stack/Hoogle.hs,2,2,False,False,False,True
stack,6766c70,src/Stack/SDist.hs,2,2,False,False,False,True
stack,6766c70,src/Stack/Script.hs,1,1,False,False,False,True
stack,6766c70,src/Stack/Setup.hs,1,1,False,False,False,True
stack,6766c70,src/Stack/Types/Package.hs,5,6,False,False,False,True
stack,6766c70,src/Stack/Upgrade.hs,1,1,False,False,False,True
stack,6766c70,src/main/Main.hs,4,6,False,False,False,True
stack,6766c70,test/integration/lib/StackTest.hs,7,7,False,False,False,True
stack,cfb96c2,src/Stack/Build/ConstructPlan.hs,8,8,False,False,False,True
stack,cfb96c2,src/Stack/Ghci.hs,1,1,False,False,False,True
stack,cfb96c2,src/Stack/Package.hs,2,2,False,False,False,True
stack,cfb96c2,src/Stack/PrettyPrint.hs,2,2,False,False,False,True
stack,cfb96c2,src/Stack/Types/Runner.hs,1,1,False,False,False,True
stack,cfb96c2,src/test/Stack/ConfigSpec.hs,1,0,True,False,True,True
stack,cfb96c2,src/test/Stack/NixSpec.hs,1,1,False,False,False,True
stack,3fb0976,subs/pantry/src/Pantry.hs,1,1,False,False,False,True
stack,7534592,src/Stack/Config/Nix.hs,1,2,False,False,False,True
stack,7534592,src/Stack/Package.hs,1,1,False,False,False,True
stack,519a06a,src/test/Stack/StoreSpec.hs,1,1,False,False,False,True
stack,84641ee,subs/pantry/src/Pantry.hs,1,1,False,False,False,True
stack,84641ee,subs/pantry/src/Pantry/Types.hs,2,2,False,False,False,True
stack,3e378a7,src/Stack/Upload.hs,2,2,False,False,False,True
stack,3efa406,src/Stack/Types/NamedComponent.hs,2,2,False,False,False,True
stack,4d560ee,src/Stack/Ghci.hs,8,16,False,False,False,True
stack,4d560ee,src/Stack/Types/Config.hs,3,3,False,False,False,True
stack,755fed1,src/Stack/Package.hs,1,1,False,False,False,True
stack,755fed1,src/Stack/Types/NamedComponent.hs,1,1,False,False,False,True
stack,6b451df,src/Stack/Snapshot.hs,1,1,False,False,False,True
stack,1f3cc1f,src/Stack/Package.hs,2,2,False,False,False,True
stack,0d848de,src/Stack/Build/Cache.hs,3,4,False,False,False,True
stack,0d848de,src/Stack/Build/Execute.hs,2,2,False,False,False,True
stack,0d848de,src/Stack/Build/Source.hs,9,18,False,False,False,True
stack,0d848de,src/Stack/Constants/Config.hs,4,4,False,False,False,True
stack,0d848de,src/Stack/SDist.hs,1,1,False,False,False,True
stack,0d848de,src/Stack/Types/Package.hs,2,4,False,False,False,True
stack,f27eb40,src/Stack/Config.hs,1,1,False,False,False,True
stack,f27eb40,src/Stack/Fetch.hs,1,1,False,False,False,True
stack,f27eb40,src/Stack/Setup.hs,4,4,False,False,False,True
stack,f27eb40,src/Stack/Types/Config.hs,1,1,False,False,False,True
stack,1ee92a2,src/Stack/Build/Execute.hs,1,1,False,False,False,True
stack,1ee92a2,src/Stack/PackageLocation.hs,1,1,False,False,False,True
stack,1ee92a2,src/System/Process/PagerEditor.hs,1,1,False,False,False,True
stack,c447ed6,src/Stack/Build/Execute.hs,1,1,False,False,False,True
stack,c447ed6,src/Stack/Prelude.hs,4,4,False,False,False,True
stack,c447ed6,src/test/Stack/PackageDumpSpec.hs,3,3,False,False,False,True
stack,fa878f9,src/Stack/Build.hs,1,0,False,False,True,True
stack,fa878f9,src/Stack/BuildPlan.hs,1,1,False,False,False,True
stack,fa878f9,src/Stack/Package.hs,2,2,False,False,False,True
stack,cc95875,src/Stack/Setup.hs,2,2,False,False,False,True
stack,9ca1a8a,src/Stack/Docker.hs,1,1,False,False,False,True
stack,696d9b4,src/Stack/BuildPlan.hs,1,1,False,False,False,True
stack,696d9b4,src/Stack/Fetch.hs,2,2,False,False,False,True
stack,696d9b4,src/Stack/PackageIndex.hs,2,2,False,False,False,True
stack,696d9b4,src/Stack/Types/BuildPlan.hs,2,3,False,False,False,True
stack,e13988b,src/Stack/Build/Execute.hs,1,1,False,False,False,True
stack,f3e3a00,src/Stack/Config.hs,2,2,False,False,False,True
stack,87068d8,src/Stack/Build/Source.hs,1,1,False,False,False,True
stack,87068d8,src/Stack/New.hs,3,3,False,False,False,True
stack,87068d8,src/main/Main.hs,3,3,False,False,False,True
stack,0697eb1,src/Stack/Build/Installed.hs,1,1,False,False,False,True
stack,0697eb1,src/Stack/Docker.hs,4,4,False,False,False,True
stack,3d6475f,src/Stack/Setup.hs,1,1,False,False,False,True
stack,c291007,src/Stack/Setup.hs,1,2,False,False,False,True
stack,85e75d2,src/Stack/Nix.hs,1,1,False,False,False,True
stack,3bd643b,src/Stack/Image.hs,1,1,False,False,False,True
stack,2b34483,src/Stack/Types/Build.hs,1,1,False,False,False,True
stack,f236d20,src/Stack/Build/ConstructPlan.hs,2,2,False,False,False,True
stack,0c5714a,src/Stack/Sig/GPG.hs,1,1,False,False,False,True
stack,c5d6816,src/Stack/Constants.hs,10,10,False,False,False,True
stack,c5d6816,src/Stack/Package.hs,24,34,False,False,False,True
stack,c5d6816,src/Stack/Sig/GPG.hs,14,24,False,False,False,True
stack,c5d6816,src/Stack/Sig/Sign.hs,13,25,False,False,False,True
stack,c5d6816,src/Stack/Solver.hs,30,50,False,False,False,True
stack,c5d6816,src/Stack/Types/Sig.hs,9,14,False,False,False,True
stack,9a6f7c9,src/Stack/Docker.hs,1,1,False,False,False,True
stack,cfe51ad,src/Stack/Config.hs,2,2,False,False,False,True
stack,cfe51ad,src/Stack/Types/Config.hs,1,1,False,False,False,True
stack,e41e252,src/Stack/Init.hs,1,1,False,False,False,True
stack,48330b5,src/Stack/Nix.hs,1,1,False,False,False,True
stack,48330b5,src/main/Main.hs,1,1,False,False,False,True
stack,d1279e5,src/Stack/Config.hs,1,1,False,False,False,True
stack,d1279e5,src/Stack/Options.hs,2,3,False,False,False,True
stack,d1279e5,src/Stack/Types/Config.hs,2,2,False,False,False,True
